Player Name,OVR,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICALITY,Position,Age,Foot,Height,League,Nation,Team,Weight
Steve Arnold,59,61,58,59,60,31,58,GK,34,Right,19,EFL League Two,England,Sutton United,84
Vladimir Arsić,59,62,30,40,43,56,70,CB,22,Left,19,3F Superliga,Bosnia and Herzegovina,Vejle Boldklub,88
Christalino Atemona,59,69,34,43,52,57,65,CB,21,Right,18,1A Pro League,Germany,KV Kortrijk,72
Sam Austin,59,74,57,50,60,34,60,LW,26,Right,18,EFL League Two,England,Notts County,70
Loick Ayina,59,76,28,44,48,58,66,CB,20,Right,18,EFL Championship,France,Huddersfield,70
Bae Jun Ho,59,65,50,59,63,36,49,LW,20,Right,17,EFL Championship,Korea Republic,Stoke City,70
Marcus Baggesen,59,75,30,53,61,50,57,LB,20,Left,17,Allsvenskan,Denmark,IFK Norrköping,70
Junior Balbuena,59,56,62,51,61,27,56,GK,29,Right,18,Sudamericana,Paraguay,S. Ameliano,70
Arad Bar,59,64,56,57,57,52,55,CM,23,Right,18,CSSL,Israel,FC Zürich,77
Shean Paul Barbosa,59,74,26,45,55,55,60,LB,19,Left,17,Sudamericana,Colombia,Deportes Tolima,66
Sam Barnes,59,61,30,45,52,59,59,CB,22,Right,19,EFL Championship,England,Blackburn Rovers,70
Jay Barnett,59,61,43,52,61,56,58,CDM,22,Right,17,A-League,Australia,Adelaide United,75
Josh Bauer,59,58,24,43,42,59,66,CB,25,Right,18,MLS,United States,Nashville SC,86
Féerine Belhadj,59,60,54,61,64,41,56,GK,18,Left,16,D1 Arkema,France,OL,65
Soledad Belotto,59,57,60,54,59,36,59,GK,20,Right,17,Calcio A Femminile,Paraguay,Juventus,66
Theo Bergvall,59,79,41,53,57,52,59,RB,19,Right,18,Allsvenskan,Sweden,Djurgårdens IF,75
Medon Berisha,59,57,47,58,58,53,63,CM,20,Right,18,Serie A TIM,Kosovo,Lecce,81
Florentin Bloch,59,60,62,57,56,27,56,GK,23,Left,19,LALIGA HYPERMOTION,France,R. Sporting,78
Divaio Bobson,59,82,49,49,65,31,59,RM,19,Right,18,Eredivisie,Holland,PEC Zwolle,70
Mathéo Bodmer,59,59,47,60,62,54,56,CDM,19,Right,17,Ligue 1 Uber Eats,France,Havre AC,69
Donny Bogicevic,59,63,55,53,60,29,56,CAM,22,Right,18,3. Liga,Germany,Viktoria Köln,80
Tolaji Bola,59,68,37,47,55,56,67,LWB,24,Left,18,EFL Championship,England,Rotherham Utd,80
Hugo Bolin,59,75,58,51,66,36,52,CAM,20,Right,17,Allsvenskan,Sweden,Degerfors IF,64
Yoan Bonny,59,70,57,40,59,18,56,ST,20,Right,18,Serie BKT,France,Parma,86
Seán Boyd,59,40,60,45,53,32,70,ST,25,Right,19,SSE Airtricity PD,Republic of Ireland,Shelbourne,83
Richard Brindley,59,74,44,48,55,58,66,CB,30,Right,17,EFL League Two,England,Notts County,77
George Broadbent,59,68,51,54,58,55,62,CM,23,Right,17,EFL League Two,England,Doncaster,68
Lewis Brunt,59,64,40,55,57,58,59,CB,23,Right,18,EFL League Two,England,Mansfield Town,71
Borna Buljan,59,67,54,59,58,30,53,GK,18,Right,19,Liga Hrvatska,Croatia,Hajduk Split,87
Harvey Bunker,59,58,48,53,58,56,63,CDM,20,Right,18,EFL League Two,England,Forest Green,74
Yeray,59,71,63,58,63,29,43,CAM,20,Left,17,LALIGA HYPERMOTION,Spain,R. Racing Club,66
Drissa Camara,59,62,53,57,61,51,58,RM,21,Right,17,Serie BKT,Côte d'Ivoire,Parma,70
Tyreece Campbell,59,81,50,47,62,24,48,LW,20,Right,17,EFL League One,England,Charlton Ath,67
Adam Campbell,59,78,59,51,58,25,53,ST,28,Right,17,EFL League Two,England,Crawley Town,73
Ramón Cansinos,59,73,61,43,59,24,47,ST,21,Right,17,LPF,Argentina,Central Córdoba,70
Milton Cantero,59,66,55,56,63,52,51,CM,19,Right,17,Libertadores,Argentina,Racing Club,69
David Cawley,59,39,55,57,59,55,65,CDM,32,Right,17,SSE Airtricity PD,Republic of Ireland,Sligo Rovers,76
Vic Chambaere,59,63,58,58,62,28,57,GK,20,Right,19,1A Pro League,Belgium,KRC Genk,77
Chang Feiya,59,77,55,56,61,50,58,LWB,30,Right,17,CSL,China PR,Tianjin JMT FC,73
Ellis Chapman,59,68,47,61,61,50,61,CM,22,Left,18,EFL League One,England,Cheltenham Town,74
Chen Wei,59,60,55,51,61,29,55,GK,25,Right,18,CSL,China PR,Shanghai Port,80
Chen Zhechao,59,65,35,52,54,57,61,LB,28,Left,18,CSL,China PR,Meizhou Hakka,72
Daniel Chesters,59,66,47,56,63,32,48,RM,21,Right,17,Premier League,England,West Ham,68
Cho Soo Hyuk,59,57,59,58,56,33,60,GK,36,Right,18,K League 1,Korea Republic,Ulsan Hyundai,83
Choi Jae Hyeon,59,69,55,55,57,53,63,LB,29,Left,18,K League 1,Korea Republic,Daejeon Citizen,77
Sebastián Claure,59,64,46,59,62,54,53,CM,24,Right,18,Libertadores,Bolivia,The Strongest,71
Barry Coffey,59,73,58,54,61,53,59,CAM,22,Right,18,SSE Airtricity PD,Republic of Ireland,Cork City,75
Josh Coley,59,84,52,50,60,28,44,RM,25,Right,17,EFL League Two,England,Sutton United,70
Giordano Colli,59,68,56,60,60,50,62,CM,23,Right,18,A-League,Australia,Perth Glory,75
Amario Cozier-Duberry,59,67,55,53,61,28,50,LW,18,Left,17,Premier League,England,Arsenal,60
Michael Craig,59,61,37,55,58,55,60,CDM,20,Right,17,EFL League One,Scotland,Reading,68
Henry Jon Crosthwaite,59,69,55,48,61,21,46,LW,21,Right,17,3. Liga,Germany,Hallescher FC,70
Marian Danciu,59,74,43,54,62,29,45,CAM,21,Right,17,SUPERLIGA,Romania,Univ. Craiova,68
Prabir Das,59,76,42,51,57,52,72,RB,29,Right,17,Hero ISL,India,Kerala Blasters,67
Gyan de Regt,59,77,53,56,60,27,45,RM,21,Right,17,Eredivisie,Holland,Vitesse,68
Celestin De Schrevel,59,64,54,53,65,32,52,GK,21,Right,18,1A Pro League,Belgium,KAA Gent,79
Dennis De Sousa Oelsner,59,74,55,55,61,46,61,LW,27,Left,17,3. Liga,Brazil,SSV Ulm 1846,76
Kas de Wit,59,69,48,58,64,40,46,CAM,20,Right,17,Eredivisie,Holland,N.E.C. Nijmegen,65
Charlie Delgado,59,68,47,58,58,55,59,CM,20,Right,17,Libertadores,Ecuador,Barcelona SC,76
Mathias Delorge,59,62,43,62,59,48,52,CM,19,Left,18,1A Pro League,Belgium,STVV,76
Matthew Dennis,59,85,56,45,60,39,65,ST,21,Right,18,EFL League Two,England,MK Dons,80
Thorben Deters,59,66,37,57,64,49,61,CM,28,Right,17,3. Liga,Germany,Preußen Münster,62
Reece Devine,59,71,40,55,59,56,62,LWB,22,Left,18,EFL League Two,England,Swindon Town,70
Elsinho,59,64,39,51,49,60,60,CDM,32,Right,19,Hero ISL,Brazil,Jamshedpur FC,72
Maximilian Dietz,59,57,26,37,38,60,60,CB,21,Right,18,Bundesliga 2,United States,Fürth,74
Ibrahim Digberekou,59,58,31,44,38,61,63,CB,18,Right,18,Bundesliga,Belgium,M'gladbach,78
Dong Yu,59,51,54,50,60,56,66,RB,29,Right,18,CSL,China PR,Zhejiang Pro,75
Jacob Dowse,59,67,56,60,55,47,67,LM,23,Left,18,A-League,Australia,Newcastle Jets,80
Paul Doyle,59,47,41,57,59,53,67,CDM,25,Left,17,SSE Airtricity PD,Republic of Ireland,Dundalk,73
Mark Doyle,59,67,59,54,58,32,66,LW,25,Right,18,SSE Airtricity PD,Republic of Ireland,St. Pats,70
Freddie Draper,59,67,57,40,56,25,72,ST,19,Right,18,EFL League Two,England,Walsall,78
Cameron Duke,59,79,50,57,63,51,53,CM,22,Right,16,MLS,United States,Sporting KC,61
Cosmin Dur-Bozoancă,59,54,58,60,63,40,59,GK,25,Left,18,SUPERLIGA,Romania,SC Oțelul Galați,84
Ryan Edmondson,59,57,58,41,55,26,73,ST,22,Right,18,EFL League One,England,Carlisle United,78
Chancelle Effa Effa,59,74,58,47,60,30,56,ST,17,Right,17,D1 Arkema,France,Havre AC,63
Vetle Walle Egeli,59,64,47,55,60,55,53,LB,19,Right,17,Eliteserien,Norway,Sandefjord,70
Kelvin Ehibhatiomhan,59,72,58,40,55,19,66,ST,20,Right,19,EFL League One,England,Reading,82
Julian Eitschberger,59,65,34,50,60,56,53,RB,19,Right,17,3. Liga,Germany,Hallescher FC,72
Deji Elerewe,59,72,24,40,44,58,67,CB,20,Right,18,EFL League One,England,Charlton Ath,80
Will Evans,59,72,54,56,59,50,70,ST,26,Left,18,EFL League Two,Wales,Newport County,82
Erkan Eyibil,59,66,47,60,63,35,44,CAM,22,Left,17,Trendyol Süper Lig,Turkey,Antalyaspor,72
Raphaël Eyongo,59,67,54,54,60,35,57,ST,20,Right,19,Eredivisie,Holland,Excelsior,76
Mats Facklam,59,54,58,36,48,27,73,ST,27,Right,19,3. Liga,Germany,VfB Lübeck,88
Fallou Fall,59,48,28,45,47,59,61,CB,19,Left,19,Ligue 1 Uber Eats,Senegal,Stade de Reims,80
Fang Jingqi,59,57,59,54,58,38,61,GK,30,Right,18,CSL,China PR,Tianjin JMT FC,84
Amin Farouk,59,70,49,54,64,35,53,CAM,20,Right,17,Bundesliga 2,Germany,Wehen Wiesbaden,78
Rory Feely,59,57,38,52,53,56,69,CB,26,Right,18,EFL League Two,Republic of Ireland,Barrow,76
Frank Feller,59,61,60,63,60,30,62,GK,19,Right,18,Bundesliga,Germany,Heidenheim,75
Tom Fellows,59,83,55,48,60,19,58,LM,20,Right,18,EFL Championship,England,West Brom,73
Feng Boyuan,59,53,58,37,54,23,62,ST,28,Right,19,CSL,China PR,Henan SSLM FC,85
Matias Fernandez-Pardo,59,72,55,53,63,25,48,LM,18,Right,18,1A Pro League,Belgium,KAA Gent,70
Matías Ferreira,59,64,57,58,59,34,51,CAM,20,Right,18,Sudamericana,Uruguay,Peñarol,74
Ronan Finn,59,53,58,61,63,55,64,RWB,35,Right,18,SSE Airtricity PD,Republic of Ireland,Shamrock Rovers,76
Maciej Firlej,59,72,58,52,60,29,61,ST,27,Right,18,PKO BP Ekstraklasa,Poland,Ruch Chorzów,76
Gonzalo Flores,59,68,59,47,61,21,60,ST,21,Right,17,Sudamericana,Argentina,Tigre,74
Iván Flores,59,64,37,44,47,57,63,CB,20,Right,18,Libertadores,Paraguay,Libertad,82
Ezequiel Forclaz,59,60,51,57,64,37,43,CAM,20,Right,17,Sudamericana,Argentina,Tigre,68
Harry Forster,59,71,55,55,59,50,52,LM,23,Right,17,EFL League Two,England,Crawley Town,71
Juan Alexander Franco,59,60,32,47,50,61,67,CDM,21,Right,17,Sudamericana,Paraguay,Gral. Caballero,76
Marlee François,59,73,56,52,62,27,50,LW,20,Right,18,EFL Championship,Australia,Bristol City,72
Tyler French,59,75,34,44,52,58,66,CB,24,Right,18,cinch Prem,England,Dundee FC,78
Gan Chao,59,79,54,58,60,53,61,CM,28,Right,17,CSL,China PR,Rongcheng FC,69
Gao Di,59,72,56,44,57,44,68,ST,33,Right,17,CSL,China PR,Zhejiang Pro,73
Javi Garrido,59,60,53,67,65,28,57,GK,20,Right,18,LALIGA HYPERMOTION,Spain,CD Leganés,70
Tom Geerkens,59,57,40,51,51,57,65,CDM,23,Right,18,3. Liga,Germany,Arminia Bielefeld,77
Romeo Giovannini,59,72,61,51,63,24,46,CF,22,Right,17,Serie BKT,Italy,Modena,72
Santiago Gómez,59,58,27,43,44,59,65,RB,20,Right,18,Sudamericana,Venezuela,Puerto Cabello,76
Yoni Gomis,59,58,26,38,44,60,58,CB,18,Right,18,Ligue 1 Uber Eats,France,Havre AC,70
Enso González,59,70,48,56,63,35,46,RM,18,Left,17,Premier League,Paraguay,Wolves,70
Villiam Granath,59,73,48,57,51,52,73,RM,25,Right,18,Allsvenskan,Sweden,Halmstads BK,78
Anthony Grant,59,38,47,52,54,58,68,CDM,36,Right,17,EFL League Two,Jamaica,Crawley Town,71
Josh Grant,59,56,48,53,56,58,68,CDM,25,Right,18,EFL League One,England,Bristol Rovers,78
Jacob Greene,59,75,37,45,59,54,54,LB,20,Left,17,MLS,United States,D.C. United,64
Shane Griffin,59,52,41,52,53,60,64,CB,29,Left,18,SSE Airtricity PD,Republic of Ireland,Shelbourne,74
Axel Guessand,59,63,27,40,46,59,61,CB,19,Left,19,Serie A TIM,France,Udinese,72
Stefano Guidotti,59,52,49,56,59,54,61,CM,24,Right,18,CSSL,Switzerland,FC St. Gallen,75
Luca Günther,59,61,28,47,55,58,57,RB,22,Right,17,Bundesliga 2,Germany,FC St. Pauli,68
Guo Hao,59,72,38,53,64,58,69,CM,30,Right,17,CSL,China PR,Tianjin JMT FC,67
Guo Quanbo,59,57,56,56,62,51,58,GK,26,Right,18,CSL,China PR,Meizhou Hakka,76
Kurtis Guthrie,59,61,59,51,58,40,73,ST,30,Right,19,cinch Prem,England,Livingston,70
Julian Halwachs,59,63,57,59,63,56,55,CDM,20,Right,18,Ö. Bundesliga,Austria,TSV Hartberg,75
Ciaron Harkin,59,44,55,63,57,53,57,CDM,27,Right,18,SSE Airtricity PD,Northern Ireland,Derry City,75
Sam Hart,59,73,47,52,57,53,66,LB,27,Left,18,EFL League Two,England,Sutton United,70
Islam Hawsawi,59,82,28,48,57,52,54,LB,21,Left,17,ROSHN Saudi League,Saudi Arabia,Al Wehda,60
Naif Hazazi,59,35,46,52,51,59,69,CDM,31,Right,17,ROSHN Saudi League,Saudi Arabia,Al Raed,75
Gustavo Hebling,59,53,51,61,57,49,60,CM,27,Right,17,SUPERLIGA,Brazil,FC Botoșani,66
Bryan Hein,59,71,31,51,59,54,56,LB,22,Left,18,3. Liga,Germany,Jahn Regensburg,76
Grant Horton,59,65,24,41,49,57,65,CB,22,Right,19,EFL League One,England,Cheltenham Town,78
Bryce Hosannah,59,77,43,52,58,53,60,RWB,24,Right,17,EFL League Two,England,Wrexham AFC,70
Huang Ruifeng,59,76,44,56,61,53,60,CM,24,Right,18,CSL,China PR,Shenzhen FC,67
Danny Hylton,59,45,60,55,60,40,69,ST,34,Right,18,EFL League One,England,Northampton,71
Mehmet Ibrahimi,59,68,49,54,66,30,37,CAM,20,Right,18,Ö. Bundesliga,Germany,Blau-Weiss Linz,73
Ahmed Iljazovski,59,61,28,40,49,59,59,RB,26,Right,18,3F Superliga,Denmark,Hvidovre IF,82
Joachim Imbrechts,59,64,57,56,62,38,52,GK,22,Right,18,1A Pro League,Sweden,R. Union St.-G.,74
Nassim Innocenti,59,56,30,40,52,60,62,CB,21,Left,18,Ligue 2 BKT,Burkina Faso,Valenciennes FC,75
Kyle Jameson,59,54,29,39,42,59,68,CB,25,Left,18,EFL League Two,England,Newport County,79
Piotr Janczukowicz,59,68,58,46,58,20,62,ST,23,Right,18,PKO BP Ekstraklasa,Poland,ŁKS Łódź,72
Luka Janeš,59,59,38,48,51,61,61,CDM,19,Right,18,Bundesliga,Germany,Heidenheim,75
Rijk Janse,59,60,55,56,58,26,58,GK,21,Right,18,Eredivisie,Holland,N.E.C. Nijmegen,72
Seedy Jarju,59,67,42,52,59,54,55,LB,19,Left,17,Bundesliga,Gambia,Heidenheim,69
Connor Jennings,59,69,59,53,60,38,60,ST,32,Right,18,EFL League Two,England,Tranmere Rovers,72
Nicolas P. Jenssen,59,54,25,41,47,60,61,CB,21,Right,18,Eliteserien,Norway,Stabæk Fotball,75
Darnell Johnson,59,61,34,44,52,59,61,CB,25,Right,18,EFL League Two,England,Forest Green,80
Carl Johnston,59,73,47,54,60,54,62,RB,21,Right,17,EFL League One,Northern Ireland,Fleetwood Town,64
Callum Jones,59,63,52,58,61,55,60,CM,22,Right,17,EFL League Two,Wales,Forest Green,80
Liana Joseph,59,77,60,47,63,25,58,ST,17,Right,16,D1 Arkema,France,OL,58
Luka Jovanović,59,70,58,49,57,29,63,ST,18,Right,17,A-League,Australia,Adelaide United,75
Preston Judd,59,66,59,41,52,20,68,ST,24,Right,19,MLS,United States,LA Galaxy,84
Jung San,59,60,58,60,57,44,57,GK,34,Right,19,K League 1,Korea Republic,Daejeon Citizen,86
Junior Zé,59,79,48,48,67,26,52,LM,17,Right,17,CSSL,Switzerland,FC Basel 1893,71
Stipe Jurić,59,56,60,41,53,22,62,ST,25,Right,18,PKO BP Ekstraklasa,Bosnia and Herzegovina,ŁKS Łódź,75
Vishal Kaith,59,59,59,57,57,30,60,GK,27,Right,18,Hero ISL,India,ATK Mohun Bagan,78
Vedat Karakuş,59,63,58,53,65,28,53,GK,25,Right,18,Trendyol Süper Lig,Turkey,Adana Demirspor,80
Sam Karssies,59,58,60,55,60,19,56,GK,20,Right,18,Eredivisie,Holland,FC Twente,70
Brandon Kavanagh,59,58,51,58,61,37,44,RM,23,Left,17,SSE Airtricity PD,Republic of Ireland,Derry City,63
Ciarán Kelly,59,36,34,46,49,58,72,CB,25,Left,19,EFL League Two,Republic of Ireland,Bradford City,79
Joey Kesting,59,59,57,64,61,32,64,GK,22,Left,19,Eredivisie,Holland,RKC Waalwijk,88
Harmanjot Khabra,59,61,44,54,53,52,80,RB,35,Right,17,Hero ISL,India,East Bengal,73
Ekrem Kılıçarslan,59,62,55,60,62,47,53,GK,26,Right,18,Trendyol Süper Lig,Turkey,Gaziantep,82
Kim Dae Jung,59,36,53,44,47,56,70,CB,31,Right,18,K League 1,Korea Republic,Incheon United,85
Kim Gyeong Jae,59,65,33,50,57,57,68,CB,30,Right,18,K League 1,Korea Republic,GwangJu FC,76
Tim Kips,59,58,61,59,60,24,61,GK,23,Left,18,3. Liga,Luxembourg,FC Erzgebirge Aue,78
Paddy Kirk,59,55,41,48,56,57,64,LB,25,Left,17,SSE Airtricity PD,Republic of Ireland,Bohemian FC,66
Joe Knowles,59,76,56,54,59,39,63,ST,27,Right,18,Hero ISL,England,Hyderabad FC,79
Michał Kołba,59,55,60,50,59,38,60,GK,31,Right,18,PKO BP Ekstraklasa,Poland,ŁKS Łódź,76
Paul Komposch,59,65,29,35,41,59,66,CB,22,Right,18,Ö. Bundesliga,Austria,TSV Hartberg,78
Kaloyan Kostadinov,59,66,51,57,63,52,51,CM,21,Left,17,Eliteserien,Norway,Stabæk Fotball,66
Tim Köther,59,67,50,57,60,50,55,RM,22,Left,17,3. Liga,Germany,MSV Duisburg,70
Kevin Kouassivi-Benissan,59,78,50,53,60,51,56,RB,24,Right,18,Finnliiga,Finland,HJK Helsinki,74
Thérence Koudou,59,67,46,53,57,55,61,RB,19,Right,17,Ligue 2 BKT,France,Pau FC,70
Léandre Kuavita,59,62,57,55,63,54,68,CM,19,Left,18,Serie A TIM,Belgium,Genoa,68
Julian Kudala,59,76,53,51,60,29,45,RW,21,Right,18,3. Liga,Germany,SSV Ulm 1846,74
Ashique Kuruniyan,59,88,51,49,59,45,58,LW,26,Left,17,Hero ISL,India,ATK Mohun Bagan,70
Daniel Kyerewaa,59,77,45,58,65,38,53,CAM,22,Right,17,3. Liga,Germany,Preußen Münster,68
Ziyad Larkeche,59,67,36,50,60,53,51,LB,21,Left,18,EFL Championship,France,QPR,67
Lucas Laux,59,52,34,40,44,62,58,CB,21,Right,18,3. Liga,Germany,SV Sandhausen,75
Caolan Lavery,59,72,59,53,59,39,57,ST,31,Right,18,EFL League Two,Northern Ireland,Doncaster,76
Lee Jae Won,59,64,54,56,67,46,58,CM,26,Right,17,K League 1,Korea Republic,Gangwon FC,66
Jürgen Lemmerer,59,75,60,46,60,23,54,ST,20,Right,17,Ö. Bundesliga,Austria,TSV Hartberg,65
Harry Leonard,59,69,61,43,58,18,54,ST,20,Right,18,EFL Championship,England,Blackburn Rovers,60
Jakub Letniowski,59,65,55,53,56,56,52,CDM,23,Left,17,PKO BP Ekstraklasa,Poland,ŁKS Łódź,60
Paul Lewis,59,65,56,56,58,53,72,CAM,29,Right,18,EFL League Two,England,Tranmere Rovers,72
Li Peng,59,48,28,43,38,57,76,CB,33,Right,18,CSL,China PR,Cangzhou FC,80
Liao Chengjian,59,64,27,39,50,58,67,RWB,30,Right,18,CSL,China PR,Changchun Yatai,75
Lin Chuangyi,59,68,55,58,58,62,65,CM,30,Right,17,CSL,China PR,Cangzhou FC,70
Lucien Littbarski,59,71,46,54,64,29,47,RM,20,Right,18,Bundesliga 2,Japan,Fürth,74
Liu Huan,59,60,35,48,52,57,62,LB,34,Left,18,CSL,China PR,Nantong Zhiyun FC,72
Kyran Lofthouse,59,77,45,50,59,53,64,RWB,23,Right,18,EFL League One,England,Barnsley,65
Tommy Lonergan,59,66,59,46,57,21,59,ST,19,Right,18,SSE Airtricity PD,Republic of Ireland,St. Pats,77
Adam Long,59,59,29,43,48,57,73,CB,23,Left,18,EFL League Two,England,Doncaster,85
Louis Lord,59,62,57,56,61,27,59,GK,20,Right,19,3. Liga,Germany,FC Erzgebirge Aue,84
Mehdi Loune,59,62,54,61,65,43,42,CM,19,Right,17,Bundesliga,Morocco,Frankfurt,70
Joe Low,59,51,27,34,42,57,74,CB,21,Right,19,EFL League One,Wales,Wycombe,83
Matt Lowe,59,76,58,48,59,33,62,ST,27,Right,17,EFL League Two,England,Accrington,74
Ma Xingyu,59,59,43,53,58,58,66,CM,34,Right,18,CSL,China PR,Qingdao Hainiu,73
Harvey Macadam,59,64,53,56,59,56,70,CM,22,Right,19,EFL League One,England,Fleetwood Town,84
Marcos Machuca,59,70,46,56,60,34,52,RM,18,Right,16,Sudamericana,Paraguay,Gral. Caballero,62
Montader Madjed,59,75,52,48,68,23,35,RW,18,Left,17,Allsvenskan,Sweden,Hammarby IF,65
Abdullah Majrashi,59,63,43,51,61,56,65,CDM,26,Right,17,ROSHN Saudi League,Saudi Arabia,Al Raed,71
Mohammed Majrashi,59,62,57,49,59,23,69,ST,32,Right,18,ROSHN Saudi League,Saudi Arabia,Al Fayha,79
Jovan Malcolm,59,84,59,39,56,22,64,ST,21,Right,18,EFL League One,England,Cheltenham Town,77
Connor Malley,59,67,57,58,60,53,64,CDM,23,Left,18,SSE Airtricity PD,England,Dundalk,73
Luka Marić,59,58,55,54,62,26,60,GK,21,Right,19,Ö. Bundesliga,Austria,SK Sturm Graz,90
Fabio Markelic,59,54,48,59,62,53,46,CM,22,Left,18,Ö. Bundesliga,Austria,Austria Klagenfurt,69
George Marks,59,61,60,60,62,27,59,GK,24,Right,18,MLS,United States,Charlotte FC,80
Marley Marshall Miranda,59,71,53,55,60,56,64,CDM,21,Right,17,EFL League Two,England,Colchester,67
Jayson Martínez,59,64,48,61,59,39,49,CAM,22,Right,17,Libertadores,Venezuela,Metropolitanos,71
Jonny Maxted,59,60,59,59,61,36,58,GK,30,Right,18,EFL League Two,England,Newport County,83
Liam McAlinden,59,70,58,45,58,48,64,ST,30,Left,18,EFL League Two,Republic of Ireland,Wrexham AFC,74
Connor McAvoy,59,56,29,38,37,61,60,CB,21,Right,18,Premier League,Scotland,Fulham,77
Adam McDonnell,59,59,52,59,58,54,67,CDM,26,Right,17,SSE Airtricity PD,Republic of Ireland,Bohemian FC,72
Shane McEleney,59,32,33,45,46,55,72,CB,32,Right,19,SSE Airtricity PD,Republic of Ireland,Derry City,98
Oisín McEntee,59,59,31,47,50,58,68,CB,22,Right,19,EFL League Two,Republic of Ireland,Walsall,78
Ryan McLean,59,77,52,50,59,23,59,LM,23,Left,17,EFL League Two,England,AFC Wimbledon,70
Gustavo Medina,59,61,38,55,59,58,66,CM,19,Right,17,Sudamericana,Paraguay,Tacuary,63
Max Melbourne,59,69,31,46,56,58,68,LWB,25,Left,17,EFL League Two,England,Morecambe,65
Kelvin Mellor,59,62,39,52,53,54,71,RB,32,Right,18,EFL League Two,England,Accrington,75
Jordan Meyer,59,56,44,52,59,60,54,CDM,21,Right,18,Bundesliga,Germany,VfB Stuttgart,73
Oualid Mhamdi,59,66,26,47,50,56,60,RB,20,Right,18,Bundesliga 2,Morocco,Fürth,74
Lennon Miller,59,72,52,60,60,48,60,CM,17,Right,18,cinch Prem,Scotland,Motherwell,72
Min Seong Jun,59,64,57,54,61,33,56,GK,24,Right,18,K League 1,Korea Republic,Incheon United,82
Danilo Mitrović,59,63,45,53,51,56,57,RB,22,Right,18,Ö. Bundesliga,Serbia,Blau-Weiss Linz,70
Anne Moll,59,63,60,57,62,48,55,GK,18,Right,17,GPFBL,Germany,Leverkusen,58
Stuart Moore,59,61,58,56,60,49,57,GK,29,Right,19,EFL League Two,England,Morecambe,72
Jordan Morán,59,67,34,51,56,54,53,RB,21,Right,17,Libertadores,Ecuador,Barcelona SC,67
Junior Morias,59,79,59,44,63,28,77,LW,28,Right,17,EFL League Two,Jamaica,Notts County,88
Franklin Mosquera,59,59,58,57,60,24,55,GK,24,Right,18,Libertadores,Colombia,Dep. Pereira,82
Juan Mota,59,70,29,41,55,55,53,RB,21,Right,17,Libertadores,Venezuela,Monagas SC,68
Baptiste Mouazan,59,57,46,57,57,56,54,CDM,22,Right,17,Ligue 2 BKT,France,US Concarneau,68
Moha Moukhliss,59,72,50,62,66,43,42,CM,23,Right,16,LALIGA EA SPORTS,Spain,FC Barcelona,67
Hayden Muller,59,61,29,43,48,60,64,CB,21,Right,19,SSE Airtricity PD,England,Dundalk,73
Andreas Murbeck,59,51,29,41,43,57,68,CB,25,Right,19,Allsvenskan,Sweden,IK Sirius,92
Myeong Joon Jae,59,60,53,57,60,54,55,RW,29,Right,17,K League 1,Korea Republic,Suwon Samsung,68
Mohammed Naji,59,68,45,50,50,55,71,CB,30,Right,17,ROSHN Saudi League,Saudi Arabia,Abha Club,74
Christopher Negele,59,67,58,58,63,39,50,CAM,18,Right,17,Bundesliga,Germany,Heidenheim,70
Elliot Newby,59,77,45,54,61,49,56,RWB,28,Right,17,EFL League Two,England,Barrow,73
Sanders Ngabo,59,77,54,59,64,46,57,CM,19,Right,17,3F Superliga,Denmark,Lyngby BK,66
Chinwendu Johan Nkama,59,50,42,50,57,55,68,CDM,25,Left,18,CSSL,Nigeria,FC Lugano,75
Musah Nuhu,59,42,28,38,41,59,71,CB,26,Right,19,CSSL,Ghana,FC St. Gallen,85
Djenahro Nunumete,59,68,50,62,65,53,48,CM,21,Left,17,Eredivisie,Holland,sc Heerenveen,65
Connor O'Riordan,59,58,24,40,47,58,72,CB,20,Right,19,EFL League Two,Republic of Ireland,Crewe Alexandra,84
John-Joe O'Toole,59,37,47,50,46,57,68,CB,35,Right,18,EFL League Two,Republic of Ireland,Mansfield Town,82
Wilmer Odefalk,59,67,52,56,60,52,57,LW,19,Right,17,Allsvenskan,Sweden,Brommapojkarna,70
Niklas Ødegård,59,75,53,54,61,50,74,CAM,19,Right,18,Eliteserien,Norway,Molde FK,86
Abraham Odoh,59,88,49,49,64,47,72,LM,23,Right,16,EFL League Two,England,Harrogate Town,56
Jonas Oehmichen,59,68,44,57,63,36,46,CAM,19,Right,17,3. Liga,Germany,Dynamo Dresden,69
Isaac Ogundere,59,79,34,48,59,52,54,RB,21,Right,17,EFL League Two,England,AFC Wimbledon,69
Oh Jae Hyuk,59,62,57,56,63,43,51,CM,21,Right,17,K League 1,Korea Republic,Jeonbuk Hyundai,69
Bernardo,59,83,42,51,67,35,40,RM,19,Right,17,A-League,Australia,Adelaide United,68
Matti Olsen,59,60,24,26,30,62,67,CB,28,Right,19,3F Superliga,Denmark,Hvidovre IF,82
Richie Omorowa,59,72,55,51,61,43,65,ST,19,Right,18,Eredivisie,Sweden,Excelsior,78
Ibrahim Osman,59,68,54,49,67,21,46,LW,19,Right,17,3F Superliga,Ghana,FC Nordsjælland,68
Silas Ostrzinski,59,63,56,59,59,29,54,GK,20,Right,19,3. Liga,Germany,B. Dortmund II,93
